id_evento,id_animal,brinco,data_evento,tipo,produto,dose_ml,custo_unit,custo_total
3417,277,BR0277,2025-06-26,vermifugacao,Ivermectina,8.3,8.9,73.87
3418,277,BR0277,2025-09-24,vermifugacao,Doramectina,8.6,11.2,96.32
3419,278,BR0278,2024-08-01,vacina,Febre Aftosa,3.2,4.5,14.4
3420,278,BR0278,2025-01-01,vacina,Febre Aftosa,3.2,4.5,14.4
3421,278,BR0278,2024-08-01,vacina,Brucelose,2.7,6.2,16.74
3422,278,BR0278,2025-01-01,vacina,Brucelose,2.1,6.2,13.02
3423,278,BR0278,2024-08-01,vacina,Raiva,3.7,3.8,14.06
3424,278,BR0278,2025-01-01,vacina,Raiva,2.6,3.8,9.88
3425,278,BR0278,2024-07-01,vermifugacao,Ivermectina,7.9,8.9,70.31
3426,278,BR0278,2024-09-29,vermifugacao,Ivermectina,5.9,8.9,52.51
3427,278,BR0278,2024-12-28,vermifugacao,Ivermectina,7.1,8.9,63.19
3428,278,BR0278,2025-03-28,vermifugacao,Doramectina,7.0,11.2,78.4
3429,278,BR0278,2025-06-26,vermifugacao,Doramectina,9.3,11.2,104.16
3430,278,BR0278,2025-09-24,vermifugacao,Ivermectina,9.9,8.9,88.11
3431,278,BR0278,2024-11-07,suplemento,Suplemento Mineral,14.5,15.3,221.85
3432,278,BR0278,2025-02-27,suplemento,Suplemento Mineral,13.5,15.3,206.55
3433,279,BR0279,2024-08-01,vacina,Febre Aftosa,2.6,4.5,11.7
3434,279,BR0279,2025-01-01,vacina,Febre Aftosa,3.6,4.5,16.2
3435,279,BR0279,2024-08-01,vacina,Brucelose,2.1,6.2,13.02
3436,279,BR0279,2025-01-01,vacina,Brucelose,4.3,6.2,26.66
3437,279,BR0279,2024-08-01,vacina,Raiva,3.7,3.8,14.06
3438,279,BR0279,2025-01-01,vacina,Raiva,3.9,3.8,14.82
3439,279,BR0279,2024-07-01,vermifugacao,Ivermectina,6.7,8.9,59.63
3440,279,BR0279,2024-09-29,vermifugacao,Doramectina,5.4,11.2,60.48
3441,279,BR0279,2024-12-28,vermifugacao,Ivermectina,5.3,8.9,47.17
3442,279,BR0279,2025-03-28,vermifugacao,Ivermectina,7.8,8.9,69.42
3443,279,BR0279,2025-06-26,vermifugacao,Doramectina,6.3,11.2,70.56
3444,279,BR0279,2025-09-24,vermifugacao,Ivermectina,6.4,8.9,56.96
3445,280,BR0280,2024-08-01,vacina,Febre Aftosa,2.4,4.5,10.8
3446,280,BR0280,2025-01-01,vacina,Febre Aftosa,4.5,4.5,20.25
3447,280,BR0280,2024-08-01,vacina,Brucelose,3.8,6.2,23.56
3448,280,BR0280,2025-01-01,vacina,Brucelose,2.6,6.2,16.12
3449,280,BR0280,2024-08-01,vacina,Raiva,2.5,3.8,9.5
3450,280,BR0280,2025-01-01,vacina,Raiva,4.6,3.8,17.48
3451,280,BR0280,2024-07-01,vermifugacao,Doramectina,5.2,11.2,58.24
3452,280,BR0280,2024-09-29,vermifugacao,Doramectina,7.0,11.2,78.4
3453,280,BR0280,2024-12-28,vermifugacao,Doramectina,5.1,11.2,57.12
3454,280,BR0280,2025-03-28,vermifugacao,Doramectina,9.0,11.2,100.8
3455,280,BR0280,2025-06-26,vermifugacao,Ivermectina,8.4,8.9,74.76
3456,280,BR0280,2025-09-24,vermifugacao,Doramectina,8.8,11.2,98.56
3457,281,BR0281,2024-08-01,vacina,Febre Aftosa,3.3,4.5,14.85
3458,281,BR0281,2025-01-01,vacina,Febre Aftosa,2.6,4.5,11.7
3459,281,BR0281,2024-08-01,vacina,Brucelose,2.3,6.2,14.26
3460,281,BR0281,2025-01-01,vacina,Brucelose,4.2,6.2,26.04
3461,281,BR0281,2024-08-01,vacina,Raiva,2.8,3.8,10.64
3462,281,BR0281,2025-01-01,vacina,Raiva,4.5,3.8,17.1
3463,281,BR0281,2024-07-01,vermifugacao,Ivermectina,6.2,8.9,55.18
3464,281,BR0281,2024-09-29,vermifugacao,Doramectina,7.4,11.2,82.88
3465,281,BR0281,2024-12-28,vermifugacao,Ivermectina,7.1,8.9,63.19
3466,281,BR0281,2025-03-28,vermifugacao,Doramectina,8.8,11.2,98.56
3467,281,BR0281,2025-06-26,vermifugacao,Doramectina,6.5,11.2,72.8
3468,281,BR0281,2025-09-24,vermifugacao,Ivermectina,8.0,8.9,71.2
3469,282,BR0282,2024-08-01,vacina,Febre Aftosa,3.0,4.5,13.5
3470,282,BR0282,2025-01-01,vacina,Febre Aftosa,4.8,4.5,21.6
3471,282,BR0282,2024-08-01,vacina,Brucelose,2.8,6.2,17.36
3472,282,BR0282,2025-01-01,vacina,Brucelose,5.0,6.2,31.0
3473,282,BR0282,2024-08-01,vacina,Raiva,4.0,3.8,15.2
3474,282,BR0282,2025-01-01,vacina,Raiva,3.4,3.8,12.92
3475,282,BR0282,2024-07-01,vermifugacao,Doramectina,8.2,11.2,91.84
3476,282,BR0282,2024-09-29,vermifugacao,Ivermectina,6.4,8.9,56.96
3477,282,BR0282,2024-12-28,vermifugacao,Doramectina,9.4,11.2,105.28
3478,282,BR0282,2025-03-28,vermifugacao,Doramectina,6.7,11.2,75.04
3479,282,BR0282,2025-06-26,vermifugacao,Doramectina,5.2,11.2,58.24
3480,282,BR0282,2025-09-24,vermifugacao,Ivermectina,5.5,8.9,48.95
3481,283,BR0283,2024-08-01,vacina,Febre Aftosa,3.8,4.5,17.1
3482,283,BR0283,2025-01-01,vacina,Febre Aftosa,4.9,4.5,22.05
3483,283,BR0283,2024-08-01,vacina,Brucelose,4.0,6.2,24.8
3484,283,BR0283,2025-01-01,vacina,Brucelose,2.5,6.2,15.5
3485,283,BR0283,2024-08-01,vacina,Raiva,3.4,3.8,12.92
3486,283,BR0283,2025-01-01,vacina,Raiva,3.9,3.8,14.82
3487,283,BR0283,2024-07-01,vermifugacao,Doramectina,9.8,11.2,109.76
3488,283,BR0283,2024-09-29,vermifugacao,Doramectina,5.6,11.2,62.72
3489,283,BR0283,2024-12-28,vermifugacao,Doramectina,8.5,11.2,95.2
3490,283,BR0283,2025-03-28,vermifugacao,Doramectina,7.4,11.2,82.88
3491,283,BR0283,2025-06-26,vermifugacao,Ivermectina,5.4,8.9,48.06
3492,283,BR0283,2025-09-24,vermifugacao,Doramectina,8.0,11.2,89.6
3493,284,BR0284,2024-08-01,vacina,Febre Aftosa,2.0,4.5,9.0
3494,284,BR0284,2025-01-01,vacina,Febre Aftosa,2.2,4.5,9.9
3495,284,BR0284,2024-08-01,vacina,Brucelose,3.2,6.2,19.84
3496,284,BR0284,2025-01-01,vacina,Brucelose,2.5,6.2,15.5
3497,284,BR0284,2024-08-01,vacina,Raiva,3.1,3.8,11.78
3498,284,BR0284,2025-01-01,vacina,Raiva,3.9,3.8,14.82
3499,284,BR0284,2024-07-01,vermifugacao,Ivermectina,6.2,8.9,55.18
3500,284,BR0284,2024-09-29,vermifugacao,Doramectina,6.7,11.2,75.04
3501,284,BR0284,2024-12-28,vermifugacao,Ivermectina,6.9,8.9,61.41
3502,284,BR0284,2025-03-28,vermifugacao,Doramectina,8.8,11.2,98.56
3503,284,BR0284,2025-06-26,vermifugacao,Ivermectina,6.4,8.9,56.96
3504,284,BR0284,2025-09-24,vermifugacao,Doramectina,6.8,11.2,76.16
3505,285,BR0285,2024-08-01,vacina,Febre Aftosa,2.1,4.5,9.45
3506,285,BR0285,2025-01-01,vacina,Febre Aftosa,5.0,4.5,22.5
3507,285,BR0285,2024-08-01,vacina,Brucelose,4.0,6.2,24.8
3508,285,BR0285,2025-01-01,vacina,Brucelose,4.0,6.2,24.8
3509,285,BR0285,2024-08-01,vacina,Raiva,2.1,3.8,7.98
3510,285,BR0285,2025-01-01,vacina,Raiva,3.8,3.8,14.44
3511,285,BR0285,2024-07-01,vermifugacao,Ivermectina,9.0,8.9,80.1
3512,285,BR0285,2024-09-29,vermifugacao,Ivermectina,6.4,8.9,56.96
3513,285,BR0285,2024-12-28,vermifugacao,Doramectina,7.6,11.2,85.12
3514,285,BR0285,2025-03-28,vermifugacao,Ivermectina,7.1,8.9,63.19
3515,285,BR0285,2025-06-26,vermifugacao,Ivermectina,9.1,8.9,80.99
3516,285,BR0285,2025-09-24,vermifugacao,Ivermectina,8.5,8.9,75.65
3517,286,BR0286,2024-08-01,vacina,Febre Aftosa,3.5,4.5,15.75
3518,286,BR0286,2025-01-01,vacina,Febre Aftosa,3.3,4.5,14.85
3519,286,BR0286,2024-08-01,vacina,Brucelose,3.8,6.2,23.56
3520,286,BR0286,2025-01-01,vacina,Brucelose,2.7,6.2,16.74
3521,286,BR0286,2024-08-01,vacina,Raiva,4.8,3.8,18.24
3522,286,BR0286,2025-01-01,vacina,Raiva,3.8,3.8,14.44
3523,286,BR0286,2024-07-01,vermifugacao,Doramectina,9.3,11.2,104.16
3524,286,BR0286,2024-09-29,vermifugacao,Doramectina,9.0,11.2,100.8
3525,286,BR0286,2024-12-28,vermifugacao,Ivermectina,7.4,8.9,65.86
3526,286,BR0286,2025-03-28,vermifugacao,Ivermectina,8.4,8.9,74.76
3527,286,BR0286,2025-06-26,vermifugacao,Doramectina,7.5,11.2,84.0
3528,286,BR0286,2025-09-24,vermifugacao,Ivermectina,5.7,8.9,50.73
3529,287,BR0287,2024-08-01,vacina,Febre Aftosa,2.2,4.5,9.9
3530,287,BR0287,2025-01-01,vacina,Febre Aftosa,2.0,4.5,9.0
3531,287,BR0287,2024-08-01,vacina,Brucelose,4.7,6.2,29.14
3532,287,BR0287,2025-01-01,vacina,Brucelose,3.7,6.2,22.94
3533,287,BR0287,2024-08-01,vacina,Raiva,3.1,3.8,11.78
3534,287,BR0287,2025-01-01,vacina,Raiva,2.7,3.8,10.26
3535,287,BR0287,2024-07-01,vermifugacao,Ivermectina,6.3,8.9,56.07
3536,287,BR0287,2024-09-29,vermifugacao,Doramectina,10.0,11.2,112.0
3537,287,BR0287,2024-12-28,vermifugacao,Ivermectina,9.3,8.9,82.77
3538,287,BR0287,2025-03-28,vermifugacao,Doramectina,7.2,11.2,80.64
3539,287,BR0287,2025-06-26,vermifugacao,Doramectina,5.0,11.2,56.0
3540,287,BR0287,2025-09-24,vermifugacao,Doramectina,5.5,11.2,61.6
3541,288,BR0288,2024-08-01,vacina,Febre Aftosa,2.2,4.5,9.9
3542,288,BR0288,2025-01-01,vacina,Febre Aftosa,2.2,4.5,9.9
3543,288,BR0288,2024-08-01,vacina,Brucelose,2.6,6.2,16.12
3544,288,BR0288,2025-01-01,vacina,Brucelose,3.5,6.2,21.7
3545,288,BR0288,2024-08-01,vacina,Raiva,4.4,3.8,16.72
3546,288,BR0288,2025-01-01,vacina,Raiva,3.5,3.8,13.3
3547,288,BR0288,2024-07-01,vermifugacao,Doramectina,7.3,11.2,81.76
3548,288,BR0288,2024-09-29,vermifugacao,Doramectina,7.8,11.2,87.36
3549,288,BR0288,2024-12-28,vermifugacao,Doramectina,6.8,11.2,76.16
3550,288,BR0288,2025-03-28,vermifugacao,Ivermectina,9.9,8.9,88.11
3551,288,BR0288,2025-06-26,vermifugacao,Doramectina,6.6,11.2,73.92
3552,288,BR0288,2025-09-24,vermifugacao,Ivermectina,7.4,8.9,65.86
3553,289,BR0289,2024-08-01,vacina,Febre Aftosa,4.3,4.5,19.35
3554,289,BR0289,2025-01-01,vacina,Febre Aftosa,4.7,4.5,21.15
3555,289,BR0289,2024-08-01,vacina,Brucelose,3.0,6.2,18.6
3556,289,BR0289,2025-01-01,vacina,Brucelose,5.0,6.2,31.0
3557,289,BR0289,2024-08-01,vacina,Raiva,2.3,3.8,8.74
3558,289,BR0289,2025-01-01,vacina,Raiva,2.2,3.8,8.36
3559,289,BR0289,2024-07-01,vermifugacao,Doramectina,8.4,11.2,94.08
3560,289,BR0289,2024-09-29,vermifugacao,Ivermectina,5.5,8.9,48.95
3561,289,BR0289,2024-12-28,vermifugacao,Ivermectina,7.6,8.9,67.64
3562,289,BR0289,2025-03-28,vermifugacao,Ivermectina,5.5,8.9,48.95
3563,289,BR0289,2025-06-26,vermifugacao,Ivermectina,5.0,8.9,44.5
3564,289,BR0289,2025-09-24,vermifugacao,Ivermectina,8.3,8.9,73.87
3565,290,BR0290,2024-08-01,vacina,Febre Aftosa,4.3,4.5,19.35
3566,290,BR0290,2025-01-01,vacina,Febre Aftosa,3.6,4.5,16.2
3567,290,BR0290,2024-08-01,vacina,Brucelose,4.4,6.2,27.28
3568,290,BR0290,2025-01-01,vacina,Brucelose,3.8,6.2,23.56
3569,290,BR0290,2024-08-01,vacina,Raiva,2.9,3.8,11.02
3570,290,BR0290,2025-01-01,vacina,Raiva,3.7,3.8,14.06
3571,290,BR0290,2024-07-01,vermifugacao,Ivermectina,6.5,8.9,57.85
3572,290,BR0290,2024-09-29,vermifugacao,Ivermectina,9.9,8.9,88.11
3573,290,BR0290,2024-12-28,vermifugacao,Ivermectina,6.2,8.9,55.18
3574,290,BR0290,2025-03-28,vermifugacao,Ivermectina,5.5,8.9,48.95
3575,290,BR0290,2025-06-26,vermifugacao,Doramectina,7.2,11.2,80.64
3576,290,BR0290,2025-09-24,vermifugacao,Ivermectina,5.2,8.9,46.28
3577,291,BR0291,2024-08-01,vacina,Febre Aftosa,3.8,4.5,17.1
3578,291,BR0291,2025-01-01,vacina,Febre Aftosa,2.4,4.5,10.8
3579,291,BR0291,2024-08-01,vacina,Brucelose,4.8,6.2,29.76
3580,291,BR0291,2025-01-01,vacina,Brucelose,2.2,6.2,13.64
3581,291,BR0291,2024-08-01,vacina,Raiva,4.8,3.8,18.24
3582,291,BR0291,2025-01-01,vacina,Raiva,4.1,3.8,15.58
3583,291,BR0291,2024-07-01,vermifugacao,Ivermectina,5.4,8.9,48.06
3584,291,BR0291,2024-09-29,vermifugacao,Doramectina,8.7,11.2,97.44
3585,291,BR0291,2024-12-28,vermifugacao,Doramectina,8.1,11.2,90.72
3586,291,BR0291,2025-03-28,vermifugacao,Doramectina,6.9,11.2,77.28
3587,291,BR0291,2025-06-26,vermifugacao,Ivermectina,6.1,8.9,54.29
3588,291,BR0291,2025-09-24,vermifugacao,Ivermectina,6.1,8.9,54.29
3589,292,BR0292,2024-08-01,vacina,Febre Aftosa,2.9,4.5,13.05
3590,292,BR0292,2025-01-01,vacina,Febre Aftosa,4.3,4.5,19.35
3591,292,BR0292,2024-08-01,vacina,Brucelose,4.3,6.2,26.66
3592,292,BR0292,2025-01-01,vacina,Brucelose,2.9,6.2,17.98
3593,292,BR0292,2024-08-01,vacina,Raiva,2.2,3.8,8.36
3594,292,BR0292,2025-01-01,vacina,Raiva,2.0,3.8,7.6
3595,292,BR0292,2024-07-01,vermifugacao,Ivermectina,7.0,8.9,62.3
3596,292,BR0292,2024-09-29,vermifugacao,Ivermectina,9.9,8.9,88.11
3597,292,BR0292,2024-12-28,vermifugacao,Doramectina,6.0,11.2,67.2
3598,292,BR0292,2025-03-28,vermifugacao,Doramectina,9.5,11.2,106.4
3599,292,BR0292,2025-06-26,vermifugacao,Ivermectina,7.5,8.9,66.75
3600,292,BR0292,2025-09-24,vermifugacao,Ivermectina,5.5,8.9,48.95
3601,293,BR0293,2024-08-01,vacina,Febre Aftosa,4.8,4.5,21.6
3602,293,BR0293,2025-01-01,vacina,Febre Aftosa,3.8,4.5,17.1
3603,293,BR0293,2024-08-01,vacina,Brucelose,3.0,6.2,18.6
3604,293,BR0293,2025-01-01,vacina,Brucelose,3.9,6.2,24.18
3605,293,BR0293,2024-08-01,vacina,Raiva,4.7,3.8,17.86
3606,293,BR0293,2025-01-01,vacina,Raiva,2.8,3.8,10.64
3607,293,BR0293,2024-07-01,vermifugacao,Doramectina,6.6,11.2,73.92
3608,293,BR0293,2024-09-29,vermifugacao,Doramectina,5.9,11.2,66.08
3609,293,BR0293,2024-12-28,vermifugacao,Ivermectina,5.1,8.9,45.39
3610,293,BR0293,2025-03-28,vermifugacao,Doramectina,8.4,11.2,94.08
3611,293,BR0293,2025-06-26,vermifugacao,Doramectina,9.3,11.2,104.16
3612,293,BR0293,2025-09-24,vermifugacao,Doramectina,8.4,11.2,94.08
3613,294,BR0294,2024-08-01,vacina,Febre Aftosa,3.3,4.5,14.85
3614,294,BR0294,2025-01-01,vacina,Febre Aftosa,2.6,4.5,11.7
3615,294,BR0294,2024-08-01,vacina,Brucelose,2.0,6.2,12.4
3616,294,BR0294,2025-01-01,vacina,Brucelose,4.9,6.2,30.38
3617,294,BR0294,2024-08-01,vacina,Raiva,3.3,3.8,12.54
3618,294,BR0294,2025-01-01,vacina,Raiva,4.9,3.8,18.62
3619,294,BR0294,2024-07-01,vermifugacao,Doramectina,5.0,11.2,56.0
3620,294,BR0294,2024-09-29,vermifugacao,Ivermectina,6.0,8.9,53.4
3621,294,BR0294,2024-12-28,vermifugacao,Doramectina,6.4,11.2,71.68
3622,294,BR0294,2025-03-28,vermifugacao,Ivermectina,5.6,8.9,49.84
3623,294,BR0294,2025-06-26,vermifugacao,Doramectina,8.3,11.2,92.96
3624,294,BR0294,2025-09-24,vermifugacao,Ivermectina,8.1,8.9,72.09
3625,295,BR0295,2024-08-01,vacina,Febre Aftosa,4.6,4.5,20.7
3626,295,BR0295,2025-01-01,vacina,Febre Aftosa,4.9,4.5,22.05
3627,295,BR0295,2024-08-01,vacina,Brucelose,3.0,6.2,18.6
3628,295,BR0295,2025-01-01,vacina,Brucelose,2.3,6.2,14.26
3629,295,BR0295,2024-08-01,vacina,Raiva,2.6,3.8,9.88
3630,295,BR0295,2025-01-01,vacina,Raiva,3.5,3.8,13.3
3631,295,BR0295,2024-07-01,vermifugacao,Ivermectina,6.0,8.9,53.4
3632,295,BR0295,2024-09-29,vermifugacao,Ivermectina,8.3,8.9,73.87
3633,295,BR0295,2024-12-28,vermifugacao,Ivermectina,9.2,8.9,81.88
3634,295,BR0295,2025-03-28,vermifugacao,Ivermectina,8.3,8.9,73.87
3635,295,BR0295,2025-06-26,vermifugacao,Ivermectina,5.3,8.9,47.17
3636,295,BR0295,2025-09-24,vermifugacao,Ivermectina,5.8,8.9,51.62
3637,296,BR0296,2024-08-01,vacina,Febre Aftosa,2.2,4.5,9.9
3638,296,BR0296,2025-01-01,vacina,Febre Aftosa,2.6,4.5,11.7
3639,296,BR0296,2024-08-01,vacina,Brucelose,4.0,6.2,24.8
3640,296,BR0296,2025-01-01,vacina,Brucelose,4.6,6.2,28.52
3641,296,BR0296,2024-08-01,vacina,Raiva,2.8,3.8,10.64
3642,296,BR0296,2025-01-01,vacina,Raiva,3.0,3.8,11.4
3643,296,BR0296,2024-07-01,vermifugacao,Ivermectina,7.5,8.9,66.75
3644,296,BR0296,2024-09-29,vermifugacao,Doramectina,9.1,11.2,101.92
3645,296,BR0296,2024-12-28,vermifugacao,Doramectina,9.0,11.2,100.8
3646,296,BR0296,2025-03-28,vermifugacao,Doramectina,7.3,11.2,81.76
3647,296,BR0296,2025-06-26,vermifugacao,Doramectina,7.2,11.2,80.64
3648,296,BR0296,2025-09-24,vermifugacao,Doramectina,8.2,11.2,91.84
3649,296,BR0296,2025-02-26,tratamento,Antibiótico,7.3,45.0,328.5
3650,296,BR0296,2025-05-30,suplemento,Suplemento Mineral,3.6,15.3,55.08
3651,296,BR0296,2025-07-31,suplemento,Suplemento Mineral,7.4,15.3,113.22
3652,297,BR0297,2024-08-01,vacina,Febre Aftosa,2.9,4.5,13.05
3653,297,BR0297,2025-01-01,vacina,Febre Aftosa,4.7,4.5,21.15
3654,297,BR0297,2024-08-01,vacina,Brucelose,4.3,6.2,26.66
3655,297,BR0297,2025-01-01,vacina,Brucelose,2.2,6.2,13.64
3656,297,BR0297,2024-08-01,vacina,Raiva,4.1,3.8,15.58
3657,297,BR0297,2025-01-01,vacina,Raiva,3.6,3.8,13.68
3658,297,BR0297,2024-07-01,vermifugacao,Doramectina,5.1,11.2,57.12
3659,297,BR0297,2024-09-29,vermifugacao,Doramectina,7.9,11.2,88.48
3660,297,BR0297,2024-12-28,vermifugacao,Doramectina,6.3,11.2,70.56
3661,297,BR0297,2025-03-28,vermifugacao,Doramectina,7.3,11.2,81.76
3662,297,BR0297,2025-06-26,vermifugacao,Ivermectina,5.1,8.9,45.39
3663,297,BR0297,2025-09-24,vermifugacao,Ivermectina,7.3,8.9,64.97
3664,298,BR0298,2024-08-01,vacina,Febre Aftosa,2.8,4.5,12.6
3665,298,BR0298,2025-01-01,vacina,Febre Aftosa,4.0,4.5,18.0
3666,298,BR0298,2024-08-01,vacina,Brucelose,4.8,6.2,29.76
3667,298,BR0298,2025-01-01,vacina,Brucelose,4.0,6.2,24.8
3668,298,BR0298,2024-08-01,vacina,Raiva,4.6,3.8,17.48
3669,298,BR0298,2025-01-01,vacina,Raiva,4.5,3.8,17.1
3670,298,BR0298,2024-07-01,vermifugacao,Ivermectina,7.9,8.9,70.31
3671,298,BR0298,2024-09-29,vermifugacao,Doramectina,5.8,11.2,64.96
3672,298,BR0298,2024-12-28,vermifugacao,Ivermectina,6.3,8.9,56.07
3673,298,BR0298,2025-03-28,vermifugacao,Doramectina,8.7,11.2,97.44
3674,298,BR0298,2025-06-26,vermifugacao,Ivermectina,8.2,8.9,72.98
3675,298,BR0298,2025-09-24,vermifugacao,Ivermectina,6.3,8.9,56.07
3676,299,BR0299,2024-08-01,vacina,Febre Aftosa,2.2,4.5,9.9
3677,299,BR0299,2025-01-01,vacina,Febre Aftosa,2.1,4.5,9.45
3678,299,BR0299,2024-08-01,vacina,Brucelose,2.7,6.2,16.74
3679,299,BR0299,2025-01-01,vacina,Brucelose,4.9,6.2,30.38
3680,299,BR0299,2024-08-01,vacina,Raiva,4.9,3.8,18.62
3681,299,BR0299,2025-01-01,vacina,Raiva,4.0,3.8,15.2
3682,299,BR0299,2024-07-01,vermifugacao,Ivermectina,6.4,8.9,56.96
3683,299,BR0299,2024-09-29,vermifugacao,Doramectina,9.9,11.2,110.88
3684,299,BR0299,2024-12-28,vermifugacao,Doramectina,5.9,11.2,66.08
3685,299,BR0299,2025-03-28,vermifugacao,Doramectina,5.6,11.2,62.72
3686,299,BR0299,2025-06-26,vermifugacao,Doramectina,8.6,11.2,96.32
3687,299,BR0299,2025-09-24,vermifugacao,Doramectina,6.8,11.2,76.16
3688,300,BR0300,2024-08-01,vacina,Febre Aftosa,3.3,4.5,14.85
3689,300,BR0300,2025-01-01,vacina,Febre Aftosa,2.5,4.5,11.25
3690,300,BR0300,2024-08-01,vacina,Brucelose,3.4,6.2,21.08
3691,300,BR0300,2025-01-01,vacina,Brucelose,4.0,6.2,24.8
3692,300,BR0300,2024-08-01,vacina,Raiva,4.5,3.8,17.1
3693,300,BR0300,2025-01-01,vacina,Raiva,3.4,3.8,12.92
3694,300,BR0300,2024-07-01,vermifugacao,Ivermectina,7.6,8.9,67.64
3695,300,BR0300,2024-09-29,vermifugacao,Doramectina,8.2,11.2,91.84
3696,300,BR0300,2024-12-28,vermifugacao,Doramectina,5.9,11.2,66.08
3697,300,BR0300,2025-03-28,vermifugacao,Ivermectina,9.4,8.9,83.66
3698,300,BR0300,2025-06-26,vermifugacao,Doramectina,5.1,11.2,57.12
3699,300,BR0300,2025-09-24,vermifugacao,Doramectina,9.8,11.2,109.76
3700,301,BR0301,2024-08-01,vacina,Febre Aftosa,3.0,4.5,13.5
3701,301,BR0301,2025-01-01,vacina,Febre Aftosa,2.5,4.5,11.25
3702,301,BR0301,2024-08-01,vacina,Brucelose,2.7,6.2,16.74
3703,301,BR0301,2025-01-01,vacina,Brucelose,4.5,6.2,27.9
3704,301,BR0301,2024-08-01,vacina,Raiva,3.8,3.8,14.44
3705,301,BR0301,2025-01-01,vacina,Raiva,4.7,3.8,17.86
3706,301,BR0301,2024-07-01,vermifugacao,Ivermectina,8.1,8.9,72.09
3707,301,BR0301,2024-09-29,vermifugacao,Ivermectina,5.0,8.9,44.5
3708,301,BR0301,2024-12-28,vermifugacao,Ivermectina,9.1,8.9,80.99
3709,301,BR0301,2025-03-28,vermifugacao,Ivermectina,8.5,8.9,75.65
3710,301,BR0301,2025-06-26,vermifugacao,Doramectina,7.3,11.2,81.76
3711,301,BR0301,2025-09-24,vermifugacao,Doramectina,8.9,11.2,99.68
3712,301,BR0301,2025-01-09,suplemento,Suplemento Mineral,4.8,15.3,73.44
3713,302,BR0302,2024-08-01,vacina,Febre Aftosa,2.7,4.5,12.15
3714,302,BR0302,2025-01-01,vacina,Febre Aftosa,3.4,4.5,15.3
3715,302,BR0302,2024-08-01,vacina,Brucelose,3.3,6.2,20.46
3716,302,BR0302,2025-01-01,vacina,Brucelose,2.9,6.2,17.98
3717,302,BR0302,2024-08-01,vacina,Raiva,2.5,3.8,9.5
3718,302,BR0302,2025-01-01,vacina,Raiva,4.3,3.8,16.34
3719,302,BR0302,2024-07-01,vermifugacao,Doramectina,8.2,11.2,91.84
3720,302,BR0302,2024-09-29,vermifugacao,Ivermectina,6.5,8.9,57.85
3721,302,BR0302,2024-12-28,vermifugacao,Doramectina,8.0,11.2,89.6
3722,302,BR0302,2025-03-28,vermifugacao,Ivermectina,5.7,8.9,50.73
3723,302,BR0302,2025-06-26,vermifugacao,Doramectina,8.8,11.2,98.56
3724,302,BR0302,2025-09-24,vermifugacao,Ivermectina,8.5,8.9,75.65
3725,303,BR0303,2024-08-01,vacina,Febre Aftosa,2.9,4.5,13.05
3726,303,BR0303,2025-01-01,vacina,Febre Aftosa,3.0,4.5,13.5
3727,303,BR0303,2024-08-01,vacina,Brucelose,4.0,6.2,24.8
3728,303,BR0303,2025-01-01,vacina,Brucelose,3.0,6.2,18.6
3729,303,BR0303,2024-08-01,vacina,Raiva,2.6,3.8,9.88
3730,303,BR0303,2025-01-01,vacina,Raiva,3.1,3.8,11.78
3731,303,BR0303,2024-07-01,vermifugacao,Doramectina,7.3,11.2,81.76
3732,303,BR0303,2024-09-29,vermifugacao,Ivermectina,9.2,8.9,81.88
3733,303,BR0303,2024-12-28,vermifugacao,Doramectina,6.9,11.2,77.28
3734,303,BR0303,2025-03-28,vermifugacao,Doramectina,5.3,11.2,59.36
3735,303,BR0303,2025-06-26,vermifugacao,Doramectina,5.1,11.2,57.12
3736,303,BR0303,2025-09-24,vermifugacao,Doramectina,7.0,11.2,78.4
3737,303,BR0303,2025-03-25,tratamento,Antibiótico,6.9,45.0,310.5
3738,304,BR0304,2024-08-01,vacina,Febre Aftosa,3.5,4.5,15.75
3739,304,BR0304,2025-01-01,vacina,Febre Aftosa,4.1,4.5,18.45
3740,304,BR0304,2024-08-01,vacina,Brucelose,2.3,6.2,14.26
3741,304,BR0304,2025-01-01,vacina,Brucelose,3.9,6.2,24.18
3742,304,BR0304,2024-08-01,vacina,Raiva,4.7,3.8,17.86
3743,304,BR0304,2025-01-01,vacina,Raiva,2.9,3.8,11.02
3744,304,BR0304,2024-07-01,vermifugacao,Ivermectina,7.7,8.9,68.53
3745,304,BR0304,2024-09-29,vermifugacao,Doramectina,7.6,11.2,85.12
3746,304,BR0304,2024-12-28,vermifugacao,Ivermectina,9.0,8.9,80.1
3747,304,BR0304,2025-03-28,vermifugacao,Ivermectina,6.5,8.9,57.85
3748,304,BR0304,2025-06-26,vermifugacao,Ivermectina,8.3,8.9,73.87
3749,304,BR0304,2025-09-24,vermifugacao,Doramectina,9.7,11.2,108.64
3750,305,BR0305,2024-08-01,vacina,Febre Aftosa,3.4,4.5,15.3
3751,305,BR0305,2025-01-01,vacina,Febre Aftosa,2.8,4.5,12.6
3752,305,BR0305,2024-08-01,vacina,Brucelose,2.2,6.2,13.64
3753,305,BR0305,2025-01-01,vacina,Brucelose,3.2,6.2,19.84
3754,305,BR0305,2024-08-01,vacina,Raiva,3.1,3.8,11.78
3755,305,BR0305,2025-01-01,vacina,Raiva,2.8,3.8,10.64
